,ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
1254,2015,2015-05-10,1,Arena do Grêmio,Héber Lopes,11920.0,60540.0,Grêmio,Ponte Preta,Luiz Felipe Scolari,Guto Ferreira,7.0,8.0,28250000.0,8350000.0,24.7,26.8,3.0,3.0,1.0,0.0,,,,,,,,,,,,,,
1255,2015,2015-05-24,3,Arena do Grêmio,Luiz Flávio de Oliveira,8336.0,60540.0,Grêmio,Figueirense FC,James Freitas,Argel Fucks,18.0,19.0,26000000.0,7950000.0,26.1,25.6,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1256,2015,2015-06-04,5,Arena do Grêmio,Wilton Sampaio,20231.0,60540.0,Grêmio,Corinthians,Roger Machado,Tite,13.0,8.0,28500000.0,33250000.0,24.6,28.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,
1257,2015,2015-06-14,7,Arena do Grêmio,Marcos André Gomes da Penha,19625.0,60540.0,Grêmio,Atlético-PR,Roger Machado,Milton Mendes,12.0,1.0,28250000.0,14750000.0,25.8,25.1,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,
1258,2015,2015-06-21,8,Arena do Grêmio,Raphael Claus,20814.0,60540.0,Grêmio,Palmeiras,Roger Machado,Marcelo Oliveira,7.0,11.0,28250000.0,30250000.0,25.8,28.4,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1259,2015,2015-07-02,10,Arena do Grêmio,Marcelo Aparecido Ribeiro de Souza,22517.0,60540.0,Grêmio,Cruzeiro,Roger Machado,Vanderlei Luxemburgo,5.0,13.0,31750000.0,49500000.0,26.4,27.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1260,2015,2015-07-11,13,Arena do Grêmio,Luiz Flávio de Oliveira,32464.0,60540.0,Grêmio,Vasco da Gama,Roger Machado,Celso Roth,4.0,19.0,28500000.0,11200000.0,26.3,29.4,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1261,2015,2015-07-26,15,Arena do Grêmio,Péricles Bassols Pegado Cortez,33437.0,60540.0,Grêmio,Sport Recife,Roger Machado,Eduardo Baptista,5.0,3.0,19200000.0,16750000.0,24.4,27.9,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,
1262,2015,2015-08-09,17,Arena do Grêmio,Dewson Fernando Freitas da Silva,42432.0,60540.0,Grêmio,Internacional,Roger Machado,Odair Hellmann,8.0,10.0,25750000.0,27250000.0,27.5,26.1,5.0,0.0,2.0,0.0,,,,,,,,,,,,,,
1263,2015,2015-08-16,19,Arena do Grêmio,Jailson Macedo Freitas,31183.0,60540.0,Grêmio,Joinville-SC,Roger Machado,Paulo César Gusmão,3.0,18.0,27500000.0,7500000.0,27.1,25.4,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,
