,ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
0,2004,2004-04-22,1,Arena do Grêmio,,,,Grêmio,Flamengo,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
1,2004,2004-04-29,3,Arena do Grêmio,,,,Grêmio,Corinthians,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,
2,2004,2004-07-21,17,Arena do Grêmio,,,,Grêmio,Paraná,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,
3,2004,2004-07-29,19,Arena do Grêmio,,,,Grêmio,EC Vitória,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,
4,2004,2004-10-03,34,Arena do Grêmio,,,,Grêmio,Criciúma EC,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
5,2004,2004-05-08,5,Estádio Brinco de Ouro da Princesa,,,,Guarani,Atlético-PR,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
6,2004,2004-05-30,8,Estádio Brinco de Ouro da Princesa,,,,Guarani,Paraná,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7,2004,2004-07-29,19,Estádio Brinco de Ouro da Princesa,,,,Guarani,Palmeiras,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
8,2004,2004-08-08,22,Estádio Brinco de Ouro da Princesa,,,,Guarani,Paysandu SC,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
9,2004,2004-08-15,24,Estádio Brinco de Ouro da Princesa,,,,Guarani,Coritiba FC,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
10,2004,2004-10-17,36,Estádio Brinco de Ouro da Princesa,,,,Guarani,Cruzeiro,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
11,2004,2004-10-24,37,Estádio Brinco de Ouro da Princesa,,,,Guarani,Ponte Preta,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
12,2004,2004-05-08,5,Estádio Durival Britto e Silva,,,,Paraná,Cruzeiro,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
13,2004,2004-07-08,13,Estádio Durival Britto e Silva,,,,Paraná,Atlético-PR,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
14,2004,2004-07-25,18,Estádio Durival Britto e Silva,,,,Paraná,Paysandu SC,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
15,2004,2004-09-18,31,Estádio Durival Britto e Silva,,,,Paraná,Guarani,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
16,2004,2004-10-03,34,Estádio Durival Britto e Silva,,,,Paraná,Coritiba FC,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
17,2004,2004-07-21,17,Estádio Olímpico Nilton Santos,,,,Botafogo,São Paulo,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
18,2004,2004-07-29,19,Estádio Olímpico Nilton Santos,,,,Botafogo,Flamengo,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
19,2004,2004-08-19,25,Estádio Olímpico Nilton Santos,,,,Botafogo,Santos FC,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
20,2004,2004-06-13,9,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Paysandu SC,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
21,2004,2004-07-08,13,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Guarani,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
22,2004,2004-08-06,21,Estádio Governador Magalhães Pinto,,,,Cruzeiro,Internacional,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
