,ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
3133,2012,2012-05-27,2,Estádio Olímpico Monumental,Marcelo de Lima Henrique,18277.0,,Grêmio,Palmeiras,Vanderlei Luxemburgo,Luiz Felipe Scolari,15.0,8.0,18550000.0,14550000.0,27.3,26.7,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3134,2012,2012-07-01,7,Estádio Olímpico Monumental,Paulo César de Oliveira,34550.0,,Grêmio,Atlético-MG,Vanderlei Luxemburgo,Cuca,5.0,2.0,13050000.0,19400000.0,27.2,27.9,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,
3135,2012,2012-07-18,10,Estádio Olímpico Monumental,Jailson Macedo Freitas,15179.0,,Grêmio,Sport Recife,Vanderlei Luxemburgo,Vágner Mancini,8.0,11.0,16300000.0,4300000.0,27.4,26.5,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,
3136,2012,2012-07-25,12,Estádio Olímpico Monumental,Wilton Sampaio,27405.0,,Grêmio,Fluminense,Vanderlei Luxemburgo,Abel Braga,4.0,3.0,17200000.0,25150000.0,27.7,25.9,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3137,2012,2012-08-15,17,Estádio Olímpico Monumental,Antônio Denival de Morais,15798.0,,Grêmio,Portuguesa,Vanderlei Luxemburgo,Geninho,4.0,12.0,15650000.0,4350000.0,28.0,28.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,
3138,2012,2012-09-13,24,Estádio Olímpico Monumental,Héber Lopes,17932.0,,Grêmio,Náutico,Vanderlei Luxemburgo,Alexandre Gallo,3.0,13.0,15600000.0,3150000.0,27.0,26.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3139,2012,2012-10-06,28,Estádio Olímpico Monumental,Jailson Macedo Freitas,27843.0,,Grêmio,Cruzeiro,Vanderlei Luxemburgo,Celso Roth,3.0,9.0,12700000.0,16200000.0,27.5,28.5,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,
3140,2012,2012-10-14,30,Estádio Olímpico Monumental,Guilherme Ceretta de Lima,27529.0,,Grêmio,Botafogo,Vanderlei Luxemburgo,Oswaldo de Oliveira,3.0,8.0,10200000.0,9700000.0,26.6,26.1,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,
3141,2012,2012-10-20,32,Estádio Olímpico Monumental,Paulo Henrique de Godoy Bezerra,20676.0,,Grêmio,Coritiba FC,Vanderlei Luxemburgo,Marquinhos Santos,3.0,11.0,12650000.0,3350000.0,28.2,25.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3142,2012,2012-11-03,34,Estádio Olímpico Monumental,André Luiz de Freitas Castro,21833.0,,Grêmio,Ponte Preta,Vanderlei Luxemburgo,Guto Ferreira,3.0,11.0,12950000.0,3500000.0,25.5,26.2,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
