,ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
7693,2006,2006-07-12,11,Estádio Governador Magalhães Pinto,,,,Fluminense,Flamengo,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7694,2006,2006-07-12,11,Estádio Orlando Scarpelli,,,,Flamengo,Atlético-PR,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7695,2006,2006-07-12,11,Estádio Municipal Anacleto Campanella,,,,Corinthians,Santa Cruz,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7696,2006,2006-07-13,11,Allianz Parque,,,,Grêmio,Santos FC,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7697,2006,2006-07-13,11,Estádio José do Rego Maciel,,,,São Paulo,Fluminense,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7698,2006,2006-07-16,12,Allianz Parque,,,,Paraná,Santa Cruz,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7699,2006,2006-07-22,13,Neo Química Arena,,,,Atlético-PR,Palmeiras,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7700,2006,2006-07-23,13,Estádio Moisés Lucarelli,,,,Ponte Preta,Figueirense FC,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7701,2006,2006-07-23,13,Estádio Beira-Rio,,,,Santos FC,Botafogo,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7702,2006,2006-07-29,14,Estádio Municipal Anacleto Campanella,,,,Cruzeiro,Corinthians,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7703,2006,2006-07-29,14,Allianz Parque,,,,Internacional,Ponte Preta,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7704,2006,2006-07-30,14,Arena da Baixada,,,,Atlético-PR,Fortaleza,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7705,2006,2006-08-05,15,Estádio Jornalista Mário Filho,,,,Internacional,Santos FC,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7706,2006,2006-08-06,15,Estádio Olímpico Nilton Santos,,,,São Caetano,Santos FC,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7707,2006,2006-08-06,15,Estádio Urbano Caldeira,,,,Cruzeiro,Goiás EC,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7708,2006,2006-08-06,15,Estádio Durival Britto e Silva,,,,Palmeiras,Corinthians,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7709,2006,2006-08-06,15,Estádio Governador Plácido Castelo,,,,Juventude,Internacional,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7710,2006,2006-08-12,16,Estádio Alfredo Jaconi,,,,Paraná,Cruzeiro,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7711,2006,2006-08-12,16,Estádio Jornalista Mário Filho,,,,Figueirense FC,Grêmio,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7712,2006,2006-08-13,16,Estádio Governador Plácido Castelo,,,,Santa Cruz,Flamengo,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7713,2006,2006-08-16,17,Estádio Jornalista Mário Filho,,,,Internacional,Botafogo,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7714,2006,2006-08-16,17,Estádio São Januário,,,,Juventude,Figueirense FC,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7715,2006,2006-08-17,17,Estádio Urbano Caldeira,,,,Atlético-PR,Flamengo,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7716,2006,2006-08-17,17,Allianz Parque,,,,Vasco da Gama,Cruzeiro,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7717,2006,2006-08-20,18,Estádio Governador Plácido Castelo,,,,Internacional,Grêmio,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7718,2006,2006-08-20,18,Estádio Urbano Caldeira,,,,Grêmio,Juventude,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7719,2006,2006-08-20,18,Estádio Governador Magalhães Pinto,,,,Palmeiras,Fortaleza,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7720,2006,2006-08-20,18,Estádio Orlando Scarpelli,,,,Fluminense,Ponte Preta,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7721,2006,2006-08-20,18,Pinheirão,,,,São Paulo,Botafogo,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7722,2006,2006-08-20,18,Estádio Municipal Paulo Machado de Carvalho,,,,Internacional,Fortaleza,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7723,2006,2006-08-23,19,Estádio Municipal Anacleto Campanella,,,,Flamengo,Goiás EC,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7724,2006,2006-08-24,19,Arena do Grêmio,,,,Ponte Preta,Fluminense,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7725,2006,2006-08-24,19,Estádio Cícero Pompeu de Toledo,,,,Fortaleza,Palmeiras,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7726,2006,2006-08-26,20,Estádio Governador Magalhães Pinto,,,,Juventude,Vasco da Gama,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7727,2006,2006-08-26,20,Estádio Jornalista Mário Filho,,,,Santos FC,Paraná,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7728,2006,2006-08-27,20,Estádio Beira-Rio,,,,Flamengo,Ponte Preta,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7729,2006,2006-08-27,20,Estádio Governador Plácido Castelo,,,,Grêmio,Atlético-PR,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7730,2006,2006-08-30,21,Allianz Parque,,,,Figueirense FC,Corinthians,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7731,2006,2006-08-31,21,Estádio São Januário,,,,Santos FC,Cruzeiro,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,
7732,2006,2006-09-02,22,Estádio Jornalista Mário Filho,,,,Ponte Preta,Flamengo,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,
7733,2006,2006-09-03,22,Arena do Grêmio,,,,Atlético-PR,São Paulo,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
7734,2006,2006-09-03,22,Estádio de Hailé Pinheiro,,,,Flamengo,Grêmio,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7735,2006,2006-09-09,23,Allianz Parque,,,,Paraná,São Caetano,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7736,2006,2006-09-10,23,Estádio Alfredo Jaconi,,,,Corinthians,Botafogo,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,
7737,2006,2006-09-10,23,Estádio Jornalista Mário Filho,,,,Juventude,Corinthians,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
